Unnamed: 0,uid,iid,ts
5208,5685,1647,1537848000.0
5209,7711,1357,1537848000.0
5210,7714,1708,1537848000.0
5211,6479,1710,1537848000.0
5212,5909,1711,1537848000.0
5213,1194,41,1537848000.0
5214,4341,1713,1537848000.0
5215,258,1714,1537848000.0
5216,7717,1371,1537848000.0
5217,6611,1718,1537848000.0
5218,5700,1719,1537848000.0
5219,7719,1721,1537934400.0
5220,1798,1722,1537934400.0
5221,7629,880,1537934400.0
5222,7720,1718,1537934400.0
5223,7721,1723,1537934400.0
5224,5798,1704,1537934400.0
5225,7722,1448,1537934400.0
5226,7723,1344,1537934400.0
5227,7725,1724,1537934400.0
5228,7727,1585,1537934400.0
5229,878,1689,1537934400.0
5230,3764,1497,1537934400.0
5231,2885,1341,1537934400.0
5232,2113,481,1537934400.0
5233,7731,1729,1537934400.0
5234,1702,883,1537934400.0
5235,5359,592,1537934400.0
5236,3021,1730,1537934400.0
5237,2353,1731,1537934400.0
5238,7732,1732,1537934400.0
5239,5413,1733,1537934400.0
5240,7734,1161,1537934400.0
5241,5660,1737,1537934400.0
5242,7738,1739,1537934400.0
5243,7741,1742,1538020800.0
5244,4266,1409,1538020800.0
5245,7746,1037,1538020800.0
5246,4667,1748,1538020800.0
5247,3473,1749,1538020800.0
5248,5626,725,1538020800.0
5249,2810,1561,1538020800.0
5250,3166,1751,1538020800.0
5251,1300,1752,1538020800.0
5252,7749,1657,1538020800.0
5253,4853,1753,1538020800.0
5254,5939,1244,1538020800.0
5255,7752,1754,1538020800.0
5256,7202,1755,1538020800.0
5257,5717,1756,1538020800.0
5258,7753,1758,1538020800.0
5259,2802,1759,1538020800.0
5260,4477,1762,1538020800.0
5261,7755,728,1538020800.0
5262,3168,1764,1538020800.0
5263,7756,1733,1538020800.0
5264,4222,1765,1538020800.0
5265,7758,1766,1538020800.0
5266,4238,1427,1538020800.0
5267,7760,1563,1538020800.0
5268,7761,1396,1538020800.0
5269,4317,1769,1538020800.0
5270,3656,1561,1538020800.0
5271,7762,1770,1538020800.0
5272,7763,936,1538107200.0
5273,2666,1771,1538107200.0
5274,7764,1764,1538107200.0
5275,7765,1714,1538107200.0
5276,2421,1773,1538107200.0
5277,7767,1774,1538107200.0
5278,7768,1101,1538107200.0
5279,7769,1776,1538107200.0
5280,7770,1777,1538107200.0
5281,7771,1778,1538107200.0
5282,7773,1319,1538107200.0
5283,7774,853,1538107200.0
5284,7775,1734,1538107200.0
5285,7398,731,1538107200.0
5286,5611,1385,1538107200.0
5287,6095,1640,1538107200.0
5288,6284,1781,1538107200.0
5289,5965,1782,1538107200.0
5290,7785,1784,1538107200.0
5291,7787,1785,1538107200.0
5292,6464,1769,1538107200.0
5293,4188,1709,1538107200.0
5294,6492,1786,1538107200.0
5295,7791,1789,1538107200.0
5296,7338,1790,1538107200.0
5297,7792,1791,1538107200.0
5298,5282,1654,1538107200.0
5299,503,1792,1538107200.0
5300,7793,1681,1538107200.0
5301,6051,1793,1538107200.0
5302,433,1693,1538107200.0
5303,5725,1796,1538193600.0
5304,7796,1798,1538193600.0
5305,7797,1799,1538193600.0
5306,5879,1800,1538193600.0
5307,2947,1801,1538193600.0
5308,7799,1802,1538193600.0
5309,7800,1803,1538193600.0
5310,3108,1454,1538193600.0
5311,7802,1805,1538193600.0
5312,7570,346,1538193600.0
5313,7803,1806,1538193600.0
5314,4033,1583,1538193600.0
5315,6358,1375,1538193600.0
5316,7804,1807,1538193600.0
5317,3025,1809,1538193600.0
5318,7806,868,1538193600.0
5319,7807,1811,1538193600.0
5320,4462,1812,1538193600.0
5321,7809,389,1538193600.0
5322,7814,1815,1538193600.0
5323,7818,1819,1538193600.0
5324,5223,582,1538193600.0
5325,4395,1721,1538193600.0
5326,7819,1820,1538193600.0
5327,7820,830,1538193600.0
5328,120,1822,1538193600.0
5329,7821,1823,1538193600.0
5330,132,976,1538193600.0
5331,7822,1824,1538193600.0
5332,4891,1825,1538193600.0
5333,7823,1816,1538193600.0
5334,1124,1826,1538193600.0
5335,7825,1549,1538193600.0
5336,7826,1545,1538193600.0
5337,3435,1468,1538193600.0
5338,7827,1827,1538193600.0
5339,586,1828,1538193600.0
5340,7828,1830,1538280000.0
5341,7829,1831,1538280000.0
5342,7831,1834,1538280000.0
5343,3768,767,1538280000.0
5344,5083,1344,1538280000.0
5345,7834,1371,1538280000.0
5346,2360,1836,1538280000.0
5347,5882,1837,1538280000.0
5348,7835,1706,1538280000.0
5349,7836,1838,1538280000.0
5350,7499,1384,1538280000.0
5351,486,1161,1538280000.0
5352,7837,1839,1538280000.0
5353,4058,1455,1538280000.0
5354,7840,992,1538280000.0
5355,4135,1842,1538280000.0
5356,1058,1312,1538280000.0
5357,7841,1843,1538280000.0
5358,7842,1844,1538280000.0
5359,7843,1845,1538280000.0
5360,7844,1846,1538280000.0
5361,4484,1478,1538280000.0
5362,5542,1456,1538280000.0
5363,4359,1848,1538280000.0
5364,7846,1849,1538280000.0
5365,7847,1589,1538280000.0
5366,7848,1494,1538280000.0
5367,7849,1850,1538280000.0
5368,1496,1776,1538280000.0
5369,7850,1851,1538280000.0
5370,6485,1640,1538280000.0
5371,3475,1362,1538280000.0
5372,7851,1853,1538280000.0
5373,7852,1854,1538280000.0
5374,6051,1855,1538280000.0
5375,7853,1804,1538280000.0
5376,3820,1281,1538280000.0
5377,3191,1856,1538280000.0
5378,7060,1014,1538280000.0
5379,6247,1462,1538366400.0
5380,7859,1859,1538366400.0
5381,7104,1860,1538366400.0
5382,7862,256,1538366400.0
5383,7864,203,1538366400.0
5384,7865,1842,1538366400.0
5385,2294,883,1538366400.0
5386,7866,339,1538366400.0
5387,7867,1862,1538366400.0
5388,7868,187,1538366400.0
5389,7262,1357,1538366400.0
5390,5230,1863,1538366400.0
5391,5843,1864,1538366400.0
5392,7869,1865,1538366400.0
5393,5578,1772,1538366400.0
5394,7871,1579,1538366400.0
5395,7872,1764,1538366400.0
5396,7874,1867,1538366400.0
5397,6856,1114,1538366400.0
5398,7875,1868,1538366400.0
5399,3446,1545,1538366400.0
5400,7877,1869,1538366400.0
5401,7878,1870,1538366400.0
5402,4228,1871,1538366400.0
5403,5871,1511,1538366400.0
5404,7880,1816,1538366400.0
5405,1217,1872,1538452800.0
5406,7881,1242,1538452800.0
5407,99,1401,1538452800.0
5408,3762,1873,1538452800.0
5409,2587,710,1538452800.0
5410,7884,1351,1538452800.0
5411,7885,1876,1538452800.0
5412,7887,1497,1538452800.0
5413,7889,1878,1538452800.0
5414,5250,1879,1538452800.0
5415,7890,1426,1538452800.0
5416,7891,1880,1538452800.0
5417,679,1357,1538452800.0
5418,4928,1647,1538452800.0
5419,7892,1882,1538452800.0
5420,1730,1064,1538452800.0
5421,4950,1830,1538452800.0
5422,7894,1885,1538452800.0
5423,7895,1442,1538452800.0
5424,7896,1770,1538452800.0
5425,7767,1887,1538452800.0
5426,5378,1888,1538452800.0
5427,7898,1890,1538452800.0
5428,7903,1894,1538452800.0
5429,5500,1896,1538452800.0
5430,7904,1006,1538452800.0
5431,2765,1456,1538452800.0
5432,7906,1828,1538452800.0
5433,3635,1899,1538452800.0
5434,2900,1451,1538452800.0
5435,246,1901,1538539200.0
5436,6386,1819,1538539200.0
5437,7909,1014,1538539200.0
5438,7910,1902,1538539200.0
5439,4055,1903,1538539200.0
5440,1259,660,1538539200.0
5441,7911,1315,1538539200.0
5442,7912,1233,1538539200.0
5443,7913,1904,1538539200.0
5444,3755,1536,1538539200.0
5445,7916,1768,1538539200.0
5446,3066,1540,1538539200.0
5447,7918,1904,1538539200.0
5448,7919,1908,1538539200.0
5449,6286,1909,1538539200.0
5450,2447,1911,1538539200.0
5451,7922,868,1538539200.0
5452,7924,1840,1538539200.0
5453,7925,1913,1538539200.0
5454,7382,1914,1538539200.0
5455,7926,1915,1538539200.0
5456,128,1233,1538539200.0
5457,4402,1916,1538539200.0
5458,6094,1917,1538539200.0
5459,899,1732,1538539200.0
5460,4872,1919,1538539200.0
5461,6345,1768,1538539200.0
5462,4915,1916,1538539200.0
5463,6586,1549,1538539200.0
5464,7929,1302,1538539200.0
5465,2850,1385,1538539200.0
5466,6599,1778,1538539200.0
5467,4415,1870,1538539200.0
5468,7931,1465,1538539200.0
5469,7933,1920,1538539200.0
5470,7934,1067,1538539200.0
5471,5697,1921,1538539200.0
5472,7936,1922,1538539200.0
5473,5554,1026,1538539200.0
5474,6694,1415,1538539200.0
5475,7937,1719,1538539200.0
5476,6030,1502,1538625600.0
5477,7840,1695,1538625600.0
5478,7939,603,1538625600.0
5479,7941,1240,1538625600.0
5480,1916,1754,1538625600.0
5481,7942,1925,1538625600.0
5482,2245,1926,1538625600.0
5483,7944,1509,1538625600.0
5484,7754,1742,1538625600.0
5485,94,1188,1538625600.0
5486,3670,1465,1538625600.0
5487,5575,734,1538625600.0
5488,7948,1389,1538625600.0
5489,7950,1930,1538625600.0
5490,7951,1931,1538625600.0
5491,5501,1497,1538625600.0
5492,7954,1933,1538625600.0
5493,4013,1936,1538625600.0
5494,7957,1937,1538625600.0
5495,7958,1938,1538625600.0
5496,7959,1796,1538625600.0
5497,1517,979,1538712000.0
5498,3160,1942,1538712000.0
5499,7270,1051,1538712000.0
5500,4816,1944,1538712000.0
5501,2571,1234,1538712000.0
5502,7964,1946,1538712000.0
5503,1084,1948,1538712000.0
5504,7965,1949,1538712000.0
5505,7966,1801,1538712000.0
5506,6166,1951,1538712000.0
5507,2586,1952,1538712000.0
5508,3706,1142,1538712000.0
5509,990,916,1538712000.0
5510,765,1954,1538712000.0
5511,7970,1955,1538712000.0
5512,2448,1545,1538712000.0
5513,7972,1957,1538712000.0
5514,7973,1456,1538712000.0
5515,7974,1860,1538712000.0
5516,1518,1711,1538712000.0
5517,188,1923,1538712000.0
5518,7977,1732,1538712000.0
5519,7978,1961,1538712000.0
5520,2846,654,1538712000.0
5521,5322,1963,1538798400.0
5522,1180,1905,1538798400.0
5523,3051,1192,1538798400.0
5524,7983,1311,1538798400.0
5525,561,389,1538798400.0
5526,7984,1432,1538798400.0
5527,5066,1969,1538798400.0
5528,1476,1970,1538798400.0
5529,7985,1971,1538798400.0
5530,910,1972,1538798400.0
5531,2427,1297,1538798400.0
5532,2733,1864,1538798400.0
5533,7986,1406,1538798400.0
5534,7803,1975,1538798400.0
5535,7991,1977,1538798400.0
5536,7534,534,1538798400.0
5537,843,1979,1538798400.0
5538,7992,1980,1538798400.0
5539,1336,1981,1538798400.0
5540,2997,1631,1538798400.0
5541,6295,1734,1538798400.0
5542,4622,1982,1538798400.0
5543,7994,1549,1538798400.0
5544,7996,830,1538798400.0
5545,7985,1351,1538798400.0
5546,8001,1989,1538884800.0
5547,8002,1990,1538884800.0
5548,8003,1992,1538884800.0
5549,5570,1993,1538884800.0
5550,3191,256,1538884800.0
5551,125,1966,1538884800.0
5552,4914,1995,1538884800.0
5553,8006,1847,1538884800.0
5554,2260,1996,1538884800.0
5555,1736,1255,1538884800.0
5556,8007,1149,1538884800.0
5557,7187,1998,1538884800.0
5558,6113,256,1538884800.0
5559,6332,1601,1538884800.0
5560,8008,1795,1538884800.0
5561,5929,1859,1538884800.0
5562,8009,1999,1538884800.0
5563,8010,1815,1538884800.0
5564,8012,1080,1538884800.0
5565,8013,897,1538884800.0
5566,4132,1058,1538884800.0
5567,8015,1167,1538884800.0
5568,8016,1691,1538884800.0
5569,8017,2001,1538884800.0
5570,6839,238,1538884800.0
5571,7953,2003,1538971200.0
5572,8018,1906,1538971200.0
5573,8019,1697,1538971200.0
5574,4035,2005,1538971200.0
5575,2065,1592,1538971200.0
5576,8023,1732,1538971200.0
5577,8024,2007,1538971200.0
5578,5339,1734,1538971200.0
5579,8025,2008,1538971200.0
5580,8026,2009,1538971200.0
5581,8027,823,1538971200.0
5582,3820,1552,1538971200.0
5583,8029,795,1538971200.0
5584,8030,2011,1538971200.0
5585,3385,623,1538971200.0
5586,443,2012,1538971200.0
5587,4719,727,1538971200.0
5588,5467,1716,1538971200.0
5589,4336,1488,1538971200.0
5590,8034,1786,1538971200.0
5591,8035,2015,1538971200.0
5592,8036,705,1538971200.0
5593,3115,2016,1538971200.0
5594,2053,1980,1538971200.0
5595,7666,2017,1538971200.0
5596,5327,2018,1538971200.0
5597,8039,2019,1538971200.0
5598,8040,143,1538971200.0
5599,8041,924,1538971200.0
5600,7169,1644,1538971200.0
5601,8043,1821,1538971200.0
5602,2901,1524,1538971200.0
5603,8044,1497,1538971200.0
5604,3440,855,1538971200.0
5605,8048,2022,1538971200.0
5606,8051,2024,1538971200.0
5607,8052,1978,1538971200.0
5608,8028,1387,1538971200.0
5609,8054,1054,1538971200.0
5610,2339,1102,1538971200.0
5611,8055,1201,1538971200.0
5612,8057,2026,1539057600.0
5613,8058,1453,1539057600.0
5614,5612,2027,1539057600.0
5615,8059,1235,1539057600.0
5616,1323,2028,1539057600.0
5617,8060,2029,1539057600.0
5618,6550,2031,1539057600.0
5619,8061,1821,1539057600.0
5620,8063,262,1539057600.0
5621,2327,727,1539057600.0
5622,8065,2033,1539057600.0
5623,5355,2036,1539057600.0
5624,1529,1432,1539057600.0
5625,2831,2037,1539057600.0
5626,6037,1896,1539057600.0
5627,5440,1436,1539057600.0
5628,6735,2038,1539057600.0
5629,7850,1022,1539057600.0
5630,8070,1196,1539057600.0
5631,715,2029,1539057600.0
5632,8072,2039,1539057600.0
5633,8073,1469,1539057600.0
5634,8075,2040,1539057600.0
5635,4220,23,1539057600.0
5636,8076,1637,1539057600.0
5637,8077,1964,1539144000.0
5638,7738,2045,1539144000.0
5639,2719,1942,1539144000.0
5640,8084,2047,1539144000.0
5641,8085,1707,1539144000.0
5642,8086,617,1539144000.0
5643,1958,2048,1539144000.0
5644,388,1550,1539144000.0
5645,6160,1465,1539144000.0
5646,8088,1397,1539144000.0
5647,3968,2049,1539144000.0
5648,3920,2050,1539144000.0
5649,6192,1189,1539144000.0
5650,647,2051,1539144000.0
5651,8089,2052,1539144000.0
5652,8090,1370,1539144000.0
5653,3650,1281,1539144000.0
5654,8092,2055,1539144000.0
5655,1777,1855,1539144000.0
5656,8094,764,1539144000.0
5657,8098,1799,1539144000.0
5658,8099,2057,1539144000.0
5659,271,1168,1539144000.0
5660,8101,2059,1539144000.0
5661,6214,1648,1539144000.0
5662,6074,1545,1539144000.0
5663,8105,2062,1539230400.0
5664,3184,978,1539230400.0
5665,8108,2063,1539230400.0
5666,5081,2065,1539230400.0
5667,8055,638,1539230400.0
5668,2954,1370,1539230400.0
5669,8110,1362,1539230400.0
5670,3221,1918,1539230400.0
5671,7761,1816,1539230400.0
5672,8111,1350,1539230400.0
5673,8112,1797,1539230400.0
5674,2171,2066,1539230400.0
5675,8114,1248,1539230400.0
5676,6581,1294,1539230400.0
5677,5571,1469,1539230400.0
5678,3827,1569,1539230400.0
5679,5362,1787,1539230400.0
5680,3778,2068,1539230400.0
5681,8115,733,1539230400.0
5682,4298,2071,1539230400.0
5683,8120,2072,1539230400.0
5684,181,2073,1539230400.0
5685,8122,2029,1539230400.0
5686,2984,2075,1539230400.0
5687,8124,1436,1539230400.0
5688,8125,2076,1539230400.0
5689,8043,654,1539230400.0
5690,539,1692,1539230400.0
5691,8126,727,1539230400.0
5692,8127,2077,1539230400.0
5693,8128,2078,1539230400.0
5694,8129,1404,1539230400.0
5695,5851,2079,1539230400.0
5696,8130,1972,1539230400.0
5697,8131,2081,1539316800.0
5698,905,2083,1539316800.0
5699,7891,2084,1539316800.0
5700,2281,1664,1539316800.0
5701,225,282,1539316800.0
5702,2586,1298,1539316800.0
5703,8133,1001,1539316800.0
5704,8134,2052,1539316800.0
5705,8135,1871,1539316800.0
5706,8138,2087,1539316800.0
5707,1345,1662,1539316800.0
5708,2687,2088,1539316800.0
5709,8139,2089,1539316800.0
5710,8140,1599,1539316800.0
5711,8141,2090,1539316800.0
5712,3622,2091,1539316800.0
5713,3160,1871,1539316800.0
5714,5333,1871,1539316800.0
5715,8142,1746,1539316800.0
5716,4502,1549,1539316800.0
5717,7674,2095,1539316800.0
5718,5596,1763,1539316800.0
5719,2456,1871,1539316800.0
5720,8145,1500,1539316800.0
5721,2378,1417,1539316800.0
5722,8147,2098,1539316800.0
5723,875,1871,1539316800.0
5724,8148,700,1539316800.0
5725,8149,623,1539403200.0
5726,6010,1380,1539403200.0
5727,3460,2100,1539403200.0
5728,8150,2101,1539403200.0
5729,8151,1871,1539403200.0
5730,8152,566,1539403200.0
5731,832,1076,1539403200.0
5732,8155,2037,1539403200.0
5733,8156,1539,1539403200.0
5734,8157,2104,1539403200.0
5735,8158,1255,1539403200.0
5736,7661,1743,1539403200.0
5737,5390,1922,1539403200.0
5738,6957,2105,1539403200.0
5739,8159,1601,1539403200.0
5740,6973,1830,1539403200.0
5741,7440,540,1539403200.0
5742,1531,2108,1539403200.0
5743,8163,2109,1539403200.0
5744,8164,1871,1539403200.0
5745,8165,1769,1539403200.0
5746,8166,1559,1539403200.0
5747,3845,1871,1539403200.0
5748,2424,1408,1539403200.0
5749,3436,1763,1539403200.0
5750,8167,854,1539403200.0
5751,5216,1709,1539403200.0
5752,4282,1681,1539403200.0
5753,3155,2110,1539403200.0
5754,8168,1375,1539403200.0
5755,7217,2111,1539403200.0
5756,8169,1679,1539403200.0
5757,5934,2112,1539403200.0
5758,8170,2113,1539403200.0
5759,5323,1681,1539403200.0
5760,8171,2114,1539403200.0
5761,4898,1896,1539403200.0
5762,3442,1793,1539489600.0
5763,1896,1905,1539489600.0
5764,8172,1473,1539489600.0
5765,4505,2116,1539489600.0
5766,8173,1847,1539489600.0
5767,347,2117,1539489600.0
5768,8175,1453,1539489600.0
5769,8176,1689,1539489600.0
5770,5102,2119,1539489600.0
5771,4934,1871,1539489600.0
5772,7671,2120,1539489600.0
5773,3368,1764,1539489600.0
5774,8179,1980,1539489600.0
5775,8180,2122,1539489600.0
5776,8181,1500,1539489600.0
5777,5111,1712,1539489600.0
5778,4289,2123,1539489600.0
5779,8183,310,1539489600.0
5780,8184,2124,1539489600.0
5781,8185,2004,1539489600.0
5782,5633,1808,1539489600.0
5783,8187,1871,1539489600.0
5784,7706,2108,1539489600.0
5785,5111,1572,1539489600.0
5786,5258,1916,1539489600.0
5787,281,1998,1539489600.0
5788,3252,2126,1539489600.0
5789,202,2127,1539489600.0
5790,5081,2128,1539489600.0
5791,4422,1663,1539489600.0
5792,8192,1956,1539489600.0
5793,7813,1871,1539489600.0
5794,8194,1818,1539489600.0
5795,8195,1871,1539489600.0
5796,6553,1529,1539489600.0
5797,7313,887,1539489600.0
5798,8197,1411,1539489600.0
5799,8198,2130,1539489600.0
5800,8201,2133,1539489600.0
5801,8202,2039,1539489600.0
5802,2773,1181,1539576000.0
5803,8203,1449,1539576000.0
5804,8204,256,1539576000.0
5805,674,2134,1539576000.0
5806,8206,2135,1539576000.0
5807,8207,1980,1539576000.0
5808,1097,2136,1539576000.0
5809,6918,2137,1539576000.0
5810,5760,2138,1539576000.0
5811,8208,2139,1539576000.0
5812,8209,1540,1539576000.0
5813,6668,2141,1539576000.0
5814,8210,2142,1539576000.0
5815,6514,259,1539576000.0
5816,4150,2097,1539576000.0
5817,5382,2144,1539576000.0
5818,1176,2146,1539576000.0
5819,3793,1140,1539576000.0
5820,1693,2147,1539576000.0
5821,727,450,1539576000.0
5822,8213,2148,1539576000.0
5823,6010,693,1539576000.0
5824,8214,1371,1539576000.0
5825,6635,1938,1539576000.0
5826,5089,1151,1539576000.0
5827,8217,1691,1539576000.0
5828,8218,1349,1539576000.0
5829,122,1993,1539576000.0
5830,173,1999,1539576000.0
5831,4380,2151,1539576000.0
5832,6670,1352,1539576000.0
5833,5036,2152,1539576000.0
5834,1930,1402,1539662400.0
5835,7859,1386,1539662400.0
5836,8222,1871,1539662400.0
5837,2499,1410,1539662400.0
5838,8224,2154,1539662400.0
5839,8225,1667,1539662400.0
5840,4362,2155,1539662400.0
5841,1942,810,1539662400.0
5842,4311,1871,1539662400.0
5843,5873,2156,1539662400.0
5844,1737,1281,1539662400.0
5845,8229,1500,1539662400.0
5846,6176,1590,1539662400.0
5847,1739,2157,1539662400.0
5848,6372,2158,1539662400.0
5849,8233,2159,1539662400.0
5850,8234,1265,1539662400.0
5851,3158,1602,1539662400.0
5852,1183,716,1539662400.0
5853,8235,2089,1539662400.0
5854,2499,762,1539662400.0
5855,3110,1495,1539662400.0
5856,8238,1500,1539662400.0
5857,4982,1380,1539662400.0
5858,8239,2021,1539662400.0
5859,8240,1442,1539662400.0
5860,8241,1276,1539662400.0
5861,8242,1871,1539662400.0
5862,8243,2162,1539662400.0
5863,718,2043,1539662400.0
5864,8245,2164,1539662400.0
5865,8247,2165,1539662400.0
5866,8248,1706,1539662400.0
5867,4236,1503,1539748800.0
5868,7140,895,1539748800.0
5869,7439,1832,1539748800.0
5870,8251,2167,1539748800.0
5871,8252,1871,1539748800.0
5872,8255,2169,1539748800.0
5873,416,187,1539748800.0
5874,8257,2171,1539748800.0
5875,3261,1758,1539748800.0
5876,7056,2172,1539748800.0
5877,5911,1967,1539748800.0
5878,8258,2173,1539748800.0
5879,2021,2174,1539748800.0
5880,6901,1553,1539748800.0
5881,2074,658,1539748800.0
5882,3868,1805,1539748800.0
5883,6553,2176,1539748800.0
5884,854,1416,1539748800.0
5885,311,2106,1539748800.0
5886,5560,2178,1539748800.0
5887,2158,1379,1539748800.0
5888,724,1903,1539748800.0
5889,5936,2180,1539748800.0
5890,5670,2182,1539748800.0
5891,8266,333,1539748800.0
5892,2148,1768,1539748800.0
5893,8268,1871,1539835200.0
5894,1559,1773,1539835200.0
5895,2515,1362,1539835200.0
5896,8243,1485,1539835200.0
5897,8272,104,1539835200.0
5898,3534,2186,1539835200.0
5899,3192,1341,1539835200.0
5900,8275,1333,1539835200.0
5901,8276,2187,1539835200.0
5902,4293,2188,1539835200.0
5903,3115,2189,1539835200.0
5904,3062,615,1539835200.0
5905,1541,1388,1539835200.0
5906,2139,1787,1539835200.0
5907,8278,896,1539835200.0
5908,1737,1152,1539835200.0
5909,8280,1634,1539835200.0
5910,7662,2193,1539835200.0
5911,5882,1839,1539835200.0
5912,8281,2194,1539835200.0
5913,8282,2087,1539835200.0
5914,8283,2113,1539835200.0
5915,8270,1808,1539835200.0
5916,8287,2196,1539835200.0
5917,3890,1640,1539835200.0
5918,4794,2198,1539921600.0
5919,8288,1961,1539921600.0
5920,8289,1407,1539921600.0
5921,8290,1514,1539921600.0
5922,3737,2199,1539921600.0
5923,70,2200,1539921600.0
5924,5047,2086,1539921600.0
5925,2307,2201,1539921600.0
5926,8292,1909,1539921600.0
5927,4962,2203,1539921600.0
5928,8299,1206,1539921600.0
5929,8300,1371,1539921600.0
5930,8301,2204,1539921600.0
5931,8302,1742,1539921600.0
5932,8304,1533,1539921600.0
5933,8306,1508,1539921600.0
5934,4332,2100,1539921600.0
5935,8307,2114,1539921600.0
5936,3323,1648,1539921600.0
5937,8308,1385,1539921600.0
5938,4458,1697,1539921600.0
5939,8309,2208,1539921600.0
5940,8310,2033,1539921600.0
5941,8311,2210,1539921600.0
5942,8313,2211,1539921600.0
5943,4642,2003,1539921600.0
5944,8316,2212,1539921600.0
5945,1225,1470,1539921600.0
5946,8318,1749,1539921600.0
5947,8319,2213,1539921600.0
5948,8320,2214,1539921600.0
5949,8321,2215,1540008000.0
5950,8323,2097,1540008000.0
5951,3553,1648,1540008000.0
5952,5691,1529,1540008000.0
5953,8324,2217,1540008000.0
5954,2785,2218,1540008000.0
5955,3343,1387,1540008000.0
5956,8326,1363,1540008000.0
5957,2725,2220,1540008000.0
5958,8127,1453,1540008000.0
5959,8327,2111,1540008000.0
5960,8005,1056,1540008000.0
5961,7633,2128,1540008000.0
5962,8329,1871,1540008000.0
5963,8330,2222,1540008000.0
5964,744,2223,1540008000.0
5965,3365,1990,1540008000.0
5966,8331,2224,1540008000.0
5967,8332,137,1540008000.0
5968,6626,2210,1540008000.0
5969,8335,2227,1540008000.0
5970,5271,2229,1540008000.0
5971,8338,1467,1540008000.0
5972,8339,991,1540008000.0
5973,47,2169,1540008000.0
5974,2666,2231,1540008000.0
5975,7399,2081,1540008000.0
5976,8342,2178,1540008000.0
5977,8343,1701,1540008000.0
5978,8344,2232,1540008000.0
5979,3117,2166,1540008000.0
5980,3050,1354,1540094400.0
5981,1929,2234,1540094400.0
5982,1402,896,1540094400.0
5983,8347,2235,1540094400.0
5984,8348,2236,1540094400.0
5985,3590,2237,1540094400.0
5986,8349,1466,1540094400.0
5987,8350,2238,1540094400.0
5988,254,1128,1540094400.0
5989,153,2240,1540094400.0
5990,5534,2241,1540094400.0
5991,3800,2242,1540094400.0
5992,7387,2243,1540094400.0
5993,8351,1857,1540094400.0
5994,5244,1442,1540094400.0
5995,1329,1267,1540094400.0
5996,8352,2244,1540094400.0
5997,3772,2245,1540094400.0
5998,2538,2246,1540094400.0
5999,3324,1363,1540094400.0
6000,8354,2213,1540094400.0
6001,6437,2248,1540094400.0
6002,8358,1635,1540094400.0
6003,1147,2014,1540094400.0
6004,2947,1782,1540094400.0
6005,8361,1412,1540094400.0
6006,3935,2250,1540094400.0
6007,1614,1071,1540094400.0
6008,8363,2252,1540094400.0
6009,7981,2241,1540094400.0
6010,1138,194,1540094400.0
6011,8365,540,1540180800.0
6012,8366,2253,1540180800.0
6013,1916,1877,1540180800.0
6014,8367,2224,1540180800.0
6015,8369,2092,1540180800.0
6016,8370,2254,1540180800.0
6017,7794,1227,1540180800.0
6018,3776,1120,1540180800.0
6019,8371,1571,1540180800.0
6020,7592,958,1540180800.0
6021,5863,2214,1540180800.0
6022,8373,2257,1540180800.0
6023,8375,1549,1540180800.0
6024,4870,778,1540180800.0
6025,8376,326,1540180800.0
6026,1631,2252,1540180800.0
6027,7710,1809,1540180800.0
6028,8378,1129,1540180800.0
6029,4006,2259,1540180800.0
6030,8379,2260,1540180800.0
6031,273,1705,1540180800.0
6032,1856,2256,1540180800.0
6033,8381,2262,1540180800.0
6034,6205,1345,1540180800.0
6035,6442,2263,1540180800.0
6036,312,1037,1540180800.0
6037,8382,2264,1540180800.0
6038,8383,1871,1540180800.0
6039,8384,2265,1540180800.0
6040,2281,1534,1540180800.0
6041,8386,2266,1540267200.0
6042,8387,757,1540267200.0
6043,8388,1344,1540267200.0
6044,8389,1318,1540267200.0
6045,3323,2052,1540267200.0
6046,6614,1735,1540267200.0
6047,8391,1666,1540267200.0
6048,3491,1445,1540267200.0
6049,4881,1465,1540267200.0
6050,8392,2268,1540267200.0
6051,8393,1718,1540267200.0
6052,8394,2269,1540267200.0
6053,8395,1871,1540267200.0
6054,1509,1329,1540267200.0
6055,8396,1281,1540267200.0
6056,3023,1362,1540267200.0
6057,8398,2218,1540267200.0
6058,8399,1412,1540267200.0
6059,4430,2240,1540267200.0
6060,8400,27,1540267200.0
6061,8401,1369,1540267200.0
6062,2161,2159,1540267200.0
6063,8402,1029,1540267200.0
6064,8403,2272,1540267200.0
6065,279,2273,1540267200.0
6066,8405,1662,1540267200.0
6067,8408,1395,1540267200.0
6068,8409,2274,1540267200.0
6069,8410,1816,1540267200.0
6070,2779,1567,1540267200.0
6071,5962,2275,1540267200.0
6072,5316,1469,1540267200.0
6073,4512,2276,1540267200.0
6074,8411,1485,1540267200.0
6075,5612,2277,1540267200.0
6076,8413,2278,1540267200.0
6077,8414,1491,1540267200.0
6078,7170,1499,1540267200.0
6079,8415,1386,1540353600.0
6080,8416,1356,1540353600.0
6081,8417,2281,1540353600.0
6082,7938,1545,1540353600.0
6083,6963,1258,1540353600.0
6084,8420,2005,1540353600.0
6085,2344,2282,1540353600.0
6086,8421,1227,1540353600.0
6087,8422,1426,1540353600.0
6088,3270,1469,1540353600.0
6089,8423,2283,1540353600.0
